"ch"	"sex"	"age"	"morph"
"10000000"	"m"	"Juv"	"S"
"01000000"	"m"	"Juv"	"I"
"01100010"	"m"	"Juv"	"I"
"01000000"	"m"	"Juv"	"I"
"01000000"	"m"	"Juv"	"I"
"01011111"	"m"	"Juv"	"I"
"01010000"	"m"	"Juv"	"I"
"01110000"	"m"	"Juv"	"I"
"01000000"	"m"	"Juv"	"I"
"01000000"	"m"	"Juv"	"I"
"01000000"	"m"	"Juv"	"I"
"01000000"	"m"	"Juv"	"I"
"01000000"	"m"	"Juv"	"I"
"01000000"	"m"	"Juv"	"I"
"01000000"	"m"	"Juv"	"S"
"01011000"	"m"	"Juv"	"I"
"10111000"	"m"	"Juv"	"I"
"10000000"	"m"	"Juv"	"I"
"10000000"	"m"	"Juv"	"I"
"01000000"	"m"	"Juv"	"I"
"01000000"	"m"	"Juv"	"I"
"01010011"	"m"	"Juv"	"S"
"01100000"	"m"	"Juv"	"I"
"01101100"	"m"	"Juv"	"I"
"01100000"	"m"	"Juv"	"S"
"01000000"	"m"	"Juv"	"I"
"01000000"	"m"	"Juv"	"I"
"01000000"	"m"	"Juv"	"I"
"01000000"	"m"	"Juv"	"I"
"01110000"	"m"	"Juv"	"I"
"01000000"	"m"	"Juv"	"I"
"01000000"	"m"	"Juv"	"I"
"01010000"	"m"	"Juv"	"I"
"01100000"	"m"	"Juv"	"I"
"01000000"	"m"	"Juv"	"I"
"01100000"	"m"	"Juv"	"I"
"01000000"	"m"	"Juv"	"S"
"01000000"	"m"	"Juv"	"I"
"01001000"	"m"	"Juv"	"I"
"01100000"	"m"	"Juv"	"I"
"01000000"	"m"	"Juv"	"I"
"01000000"	"m"	"Juv"	"S"
"01000100"	"m"	"Juv"	"I"
"01000000"	"m"	"Juv"	"I"
"01000000"	"m"	"Juv"	"S"
"01100000"	"m"	"Juv"	"I"
"01100001"	"m"	"Juv"	"I"
"01000000"	"m"	"Juv"	"I"
"01100000"	"m"	"Juv"	"I"
"01000000"	"m"	"Juv"	"I"
"01000000"	"m"	"Juv"	"I"
"01000000"	"m"	"Juv"	"I"
"01000000"	"m"	"Juv"	"I"
"01100000"	"m"	"Juv"	"I"
"01000000"	"m"	"Juv"	"I"
"01100000"	"m"	"Juv"	"I"
"01100000"	"m"	"Juv"	"I"
"01010000"	"m"	"Juv"	"I"
"01000000"	"m"	"Juv"	"I"
"01000000"	"m"	"Juv"	"I"
"01010000"	"m"	"Juv"	"I"
"01000000"	"m"	"Juv"	"I"
"01000000"	"m"	"Juv"	"I"
"01000000"	"m"	"Juv"	"I"
"01100000"	"m"	"Juv"	"I"
"01000000"	"m"	"Juv"	"I"
"01000000"	"m"	"Juv"	"I"
"01000000"	"m"	"Juv"	"I"
"01100000"	"m"	"Juv"	"I"
"01000000"	"m"	"Juv"	"I"
"01000000"	"m"	"Juv"	"I"
"01000000"	"f"	"Juv"	"I"
"01000110"	"m"	"Juv"	"I"
"01000000"	"m"	"Juv"	"I"
"01000000"	"m"	"Juv"	"I"
"00001100"	"m"	"Ad"	"I"
"00001110"	"m"	"Ad"	"I"
"00001010"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"S"
"00000100"	"m"	"Ad"	"S"
"00000011"	"m"	"Ad"	"I"
"00000011"	"m"	"Ad"	"I"
"01001000"	"m"	"Ad"	"I"
"01100000"	"m"	"Ad"	"I"
"00101000"	"m"	"Ad"	"I"
"00101000"	"m"	"Ad"	"I"
"00101101"	"m"	"Ad"	"I"
"00011000"	"m"	"Ad"	"I"
"00011000"	"m"	"Ad"	"S"
"11000000"	"m"	"Ad"	"S"
"01010000"	"m"	"Ad"	"S"
"01010000"	"m"	"Ad"	"I"
"01111100"	"m"	"Ad"	"S"
"00001000"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"S"
"00001000"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"S"
"00001100"	"m"	"Ad"	"I"
"00001010"	"m"	"Ad"	"I"
"00001100"	"m"	"Ad"	"I"
"00001100"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000011"	"m"	"Ad"	"S"
"01000000"	"m"	"Ad"	"I"
"00101000"	"m"	"Ad"	"S"
"00111100"	"m"	"Ad"	"I"
"00101000"	"m"	"Ad"	"I"
"00101000"	"m"	"Ad"	"I"
"00100110"	"m"	"Ad"	"S"
"01111010"	"m"	"Ad"	"I"
"00101100"	"m"	"Ad"	"I"
"00111000"	"m"	"Ad"	"I"
"00111111"	"m"	"Ad"	"I"
"00100111"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00101010"	"m"	"Ad"	"S"
"00010000"	"m"	"Ad"	"I"
"00011000"	"m"	"Ad"	"I"
"00011000"	"m"	"Ad"	"I"
"00110000"	"m"	"Ad"	"I"
"00011010"	"m"	"Ad"	"I"
"00011000"	"m"	"Ad"	"I"
"00011000"	"m"	"Ad"	"I"
"00011100"	"m"	"Ad"	"I"
"00010010"	"m"	"Ad"	"I"
"00001100"	"m"	"Ad"	"S"
"00001000"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"S"
"00011000"	"m"	"Ad"	"I"
"00011000"	"m"	"Ad"	"I"
"00001010"	"m"	"Ad"	"I"
"00011110"	"m"	"Ad"	"I"
"11000000"	"m"	"Ad"	"I"
"11100000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"S"
"10000000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"S"
"10110000"	"m"	"Ad"	"I"
"10111000"	"m"	"Ad"	"I"
"10111100"	"m"	"Ad"	"I"
"11110000"	"m"	"Ad"	"I"
"11110000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"S"
"10100000"	"m"	"Ad"	"I"
"11000000"	"m"	"Ad"	"I"
"10101000"	"m"	"Ad"	"I"
"11111000"	"m"	"Ad"	"I"
"11001100"	"m"	"Ad"	"I"
"11100000"	"m"	"Ad"	"S"
"11100000"	"m"	"Ad"	"I"
"11100000"	"m"	"Ad"	"I"
"11110000"	"m"	"Ad"	"S"
"10100000"	"m"	"Ad"	"I"
"01111010"	"m"	"Ad"	"S"
"01010000"	"m"	"Ad"	"S"
"01100000"	"m"	"Ad"	"S"
"01100000"	"m"	"Ad"	"I"
"01000110"	"m"	"Ad"	"I"
"01101000"	"m"	"Ad"	"I"
"01000000"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000010"	"m"	"Ad"	"I"
"00111000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00011010"	"m"	"Ad"	"I"
"00010011"	"m"	"Ad"	"I"
"01000100"	"m"	"Ad"	"S"
"01110000"	"m"	"Ad"	"S"
"10011100"	"m"	"Ad"	"I"
"00001100"	"m"	"Ad"	"I"
"00000011"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00011111"	"m"	"Ad"	"I"
"00010110"	"m"	"Ad"	"I"
"10100000"	"m"	"Ad"	"I"
"10100000"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00001101"	"m"	"Ad"	"I"
"00000011"	"m"	"Ad"	"I"
"01000000"	"m"	"Ad"	"I"
"01111000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00101000"	"m"	"Ad"	"I"
"00101000"	"m"	"Ad"	"I"
"00111000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00011000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00011000"	"m"	"Ad"	"S"
"00010000"	"m"	"Ad"	"I"
"00011010"	"m"	"Ad"	"I"
"00010111"	"m"	"Ad"	"I"
"00010100"	"m"	"Ad"	"I"
"10110000"	"m"	"Ad"	"I"
"10100010"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"I"
"11010000"	"m"	"Ad"	"S"
"11110000"	"m"	"Ad"	"I"
"10000000"	"m"	"Ad"	"S"
"11111100"	"m"	"Ad"	"S"
"10000000"	"m"	"Ad"	"S"
"10100000"	"m"	"Ad"	"S"
"10101000"	"m"	"Ad"	"I"
"01000000"	"m"	"Ad"	"I"
"01110000"	"m"	"Ad"	"I"
"01000000"	"m"	"Ad"	"I"
"01110000"	"m"	"Ad"	"I"
"01000000"	"m"	"Ad"	"I"
"01111000"	"m"	"Ad"	"I"
"01101000"	"m"	"Ad"	"I"
"01000000"	"m"	"Ad"	"I"
"01100000"	"m"	"Ad"	"I"
"01100000"	"m"	"Ad"	"I"
"01110000"	"m"	"Ad"	"I"
"00001100"	"m"	"Ad"	"I"
"00001001"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"S"
"00001000"	"m"	"Ad"	"I"
"00001010"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"S"
"00000100"	"m"	"Ad"	"I"
"00000111"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000111"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"S"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000111"	"m"	"Ad"	"I"
"00000110"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000110"	"m"	"Ad"	"I"
"00000110"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001010"	"m"	"Ad"	"I"
"00001100"	"m"	"Ad"	"S"
"00001000"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"S"
"00001101"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001100"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001100"	"m"	"Ad"	"I"
"00001100"	"m"	"Ad"	"S"
"00001000"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"S"
"00001110"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001010"	"m"	"Ad"	"S"
"00001000"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"F"
"00001001"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001111"	"m"	"Ad"	"I"
"00001100"	"m"	"Ad"	"S"
"00001000"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"S"
"00001000"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001100"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001100"	"m"	"Ad"	"S"
"00001100"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"S"
"00001000"	"m"	"Ad"	"S"
"00001100"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00011010"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00011000"	"m"	"Ad"	"I"
"00010110"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"S"
"00010000"	"m"	"Ad"	"I"
"00010100"	"m"	"Ad"	"I"
"00011000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010100"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00011100"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00011100"	"m"	"Ad"	"I"
"00001100"	"m"	"Ad"	"I"
"00001100"	"m"	"Ad"	"I"
"00001100"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001101"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"S"
"00010000"	"m"	"Ad"	"I"
"00011000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00011100"	"m"	"Ad"	"I"
"00011000"	"m"	"Ad"	"I"
"00011000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00011000"	"m"	"Ad"	"S"
"00010100"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001111"	"m"	"Ad"	"I"
"00010100"	"m"	"Ad"	"I"
"00010100"	"m"	"Ad"	"I"
"00010100"	"m"	"Ad"	"I"
"00011111"	"m"	"Ad"	"S"
"00011000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00001011"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001010"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001111"	"m"	"Ad"	"I"
"00001010"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001110"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001100"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"F"
"00001100"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001100"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001100"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001010"	"m"	"Ad"	"S"
"00001000"	"m"	"Ad"	"I"
"00001100"	"m"	"Ad"	"I"
"00001100"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001100"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"S"
"00001000"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001100"	"m"	"Ad"	"I"
"00001100"	"m"	"Ad"	"I"
"00001001"	"m"	"Ad"	"S"
"00001111"	"m"	"Ad"	"I"
"00001110"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"S"
"00001000"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001100"	"m"	"Ad"	"S"
"00001110"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"S"
"00001010"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"S"
"00001100"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"S"
"00001000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00001010"	"m"	"Ad"	"I"
"00001100"	"m"	"Ad"	"I"
"00010101"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001100"	"m"	"Ad"	"I"
"00001100"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001100"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001100"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001010"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001100"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"S"
"00001111"	"m"	"Ad"	"S"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00001100"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"S"
"00001110"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"S"
"00001000"	"m"	"Ad"	"S"
"00001010"	"m"	"Ad"	"S"
"00001000"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001011"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"S"
"00001000"	"m"	"Ad"	"S"
"00001000"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001100"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001011"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001010"	"m"	"Ad"	"I"
"00001100"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"S"
"00001010"	"m"	"Ad"	"S"
"00001000"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"S"
"00001000"	"m"	"Ad"	"S"
"00001100"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"F"
"00000110"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"S"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"S"
"00000110"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00001001"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001100"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001100"	"m"	"Ad"	"I"
"00001011"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"S"
"00001000"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001100"	"m"	"Ad"	"S"
"00001000"	"m"	"Ad"	"S"
"00001100"	"m"	"Ad"	"I"
"00001011"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"S"
"00001000"	"m"	"Ad"	"I"
"00001001"	"m"	"Ad"	"S"
"00001000"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001100"	"m"	"Ad"	"S"
"00001000"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001100"	"m"	"Ad"	"I"
"00001100"	"m"	"Ad"	"I"
"00001111"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001100"	"m"	"Ad"	"I"
"00001100"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001010"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001100"	"m"	"Ad"	"I"
"00001010"	"m"	"Ad"	"I"
"00001001"	"m"	"Ad"	"F"
"00001100"	"m"	"Ad"	"S"
"00001000"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001110"	"m"	"Ad"	"I"
"00001100"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001010"	"m"	"Ad"	"I"
"00001110"	"m"	"Ad"	"S"
"00001001"	"m"	"Ad"	"I"
"00001011"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001100"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001111"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"S"
"00001000"	"m"	"Ad"	"I"
"00001100"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"S"
"00001001"	"m"	"Ad"	"S"
"00001110"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001111"	"m"	"Ad"	"F"
"00001000"	"m"	"Ad"	"I"
"00001010"	"m"	"Ad"	"I"
"00001011"	"m"	"Ad"	"I"
"00001100"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"F"
"00001000"	"m"	"Ad"	"I"
"00001100"	"m"	"Ad"	"I"
"00001111"	"m"	"Ad"	"S"
"00001000"	"m"	"Ad"	"S"
"00000111"	"m"	"Ad"	"I"
"00000110"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000110"	"m"	"Ad"	"S"
"00000111"	"m"	"Ad"	"S"
"00000110"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"S"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"S"
"00000100"	"m"	"Ad"	"S"
"00000101"	"m"	"Ad"	"S"
"00000100"	"m"	"Ad"	"S"
"00000111"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"S"
"00000110"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000101"	"m"	"Ad"	"I"
"00000101"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000110"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000110"	"m"	"Ad"	"I"
"00000111"	"m"	"Ad"	"I"
"00000110"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000111"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000110"	"m"	"Ad"	"S"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000110"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000111"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000110"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000111"	"m"	"Ad"	"S"
"00000110"	"m"	"Ad"	"S"
"00000100"	"m"	"Ad"	"S"
"00000110"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"S"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000110"	"m"	"Ad"	"I"
"00000101"	"m"	"Ad"	"S"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"S"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000110"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000110"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"S"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"S"
"00000110"	"m"	"Ad"	"I"
"00000110"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00000110"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000110"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000110"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000110"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000110"	"m"	"Ad"	"S"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"S"
"00000100"	"m"	"Ad"	"S"
"00000111"	"m"	"Ad"	"S"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"S"
"00000110"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000110"	"m"	"Ad"	"S"
"00001000"	"m"	"Ad"	"I"
"00001100"	"m"	"Ad"	"S"
"00001000"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001100"	"m"	"Ad"	"S"
"00001000"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"S"
"00001000"	"m"	"Ad"	"S"
"00001000"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"S"
"00001010"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001000"	"m"	"Ad"	"I"
"00001100"	"m"	"Ad"	"I"
"00001100"	"m"	"Ad"	"I"
"00001100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"S"
"00000100"	"m"	"Ad"	"I"
"00000110"	"m"	"Ad"	"S"
"00000111"	"m"	"Ad"	"S"
"00000110"	"m"	"Ad"	"I"
"00000101"	"m"	"Ad"	"S"
"00000111"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"S"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000110"	"m"	"Ad"	"S"
"00000100"	"m"	"Ad"	"I"
"00000110"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000110"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"S"
"00000111"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000100"	"m"	"Ad"	"I"
"00000110"	"m"	"Ad"	"I"
