"ch"	"sex"	"age"	"morph"
"01001000"	"m"	"Ad"	"I"
"01011000"	"m"	"Ad"	"I"
"01010000"	"m"	"Ad"	"I"
"01100000"	"m"	"Ad"	"I"
"01100000"	"m"	"Ad"	"I"
"01100000"	"m"	"Ad"	"I"
"01001000"	"m"	"Ad"	"I"
"01000000"	"m"	"Ad"	"S"
"01100000"	"m"	"Ad"	"I"
"01000001"	"m"	"Ad"	"I"
"01100000"	"m"	"Ad"	"I"
"01010000"	"m"	"Ad"	"S"
"01100000"	"m"	"Ad"	"I"
"01000000"	"m"	"Ad"	"I"
"01100000"	"m"	"Ad"	"S"
"01000000"	"m"	"Ad"	"I"
"01111000"	"m"	"Ad"	"I"
"01000000"	"m"	"Ad"	"S"
"01100000"	"m"	"Ad"	"I"
"01001000"	"m"	"Ad"	"I"
"01010000"	"m"	"Ad"	"I"
"01111000"	"m"	"Ad"	"I"
"01011101"	"m"	"Ad"	"S"
"01000000"	"m"	"Ad"	"I"
"01010000"	"m"	"Ad"	"I"
"01000000"	"m"	"Ad"	"I"
"01011000"	"m"	"Ad"	"S"
"01111011"	"m"	"Ad"	"S"
"01001000"	"m"	"Ad"	"I"
"01111000"	"m"	"Ad"	"I"
"01010000"	"m"	"Ad"	"I"
"01011000"	"m"	"Ad"	"I"
"01000000"	"m"	"Ad"	"I"
"01000000"	"m"	"Ad"	"I"
"01000000"	"m"	"Ad"	"I"
"01100000"	"m"	"Ad"	"I"
"01010000"	"m"	"Ad"	"I"
"01111100"	"m"	"Ad"	"I"
"01110100"	"m"	"Ad"	"I"
"01010000"	"m"	"Ad"	"I"
"01100100"	"m"	"Ad"	"I"
"01100000"	"m"	"Ad"	"I"
"01010000"	"m"	"Ad"	"I"
"01100000"	"m"	"Ad"	"I"
"01000000"	"m"	"Ad"	"I"
"01110000"	"m"	"Ad"	"I"
"01100000"	"m"	"Ad"	"I"
"01100000"	"m"	"Ad"	"I"
"01100000"	"m"	"Ad"	"S"
"01100000"	"m"	"Ad"	"I"
"01001100"	"m"	"Ad"	"I"
"01100000"	"m"	"Ad"	"I"
"00110000"	"m"	"Ad"	"I"
"00110011"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00111000"	"m"	"Ad"	"I"
"00101000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00111000"	"m"	"Ad"	"S"
"00100000"	"m"	"Ad"	"S"
"00100000"	"m"	"Ad"	"S"
"01100000"	"m"	"Ad"	"I"
"01010000"	"m"	"Ad"	"I"
"01100000"	"m"	"Ad"	"I"
"01100000"	"m"	"Ad"	"I"
"01001000"	"m"	"Ad"	"I"
"01000000"	"m"	"Ad"	"I"
"01000000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"S"
"00100000"	"m"	"Ad"	"I"
"00101000"	"m"	"Ad"	"I"
"00110000"	"m"	"Ad"	"S"
"00100000"	"m"	"Ad"	"I"
"01010000"	"m"	"Ad"	"S"
"01000000"	"m"	"Ad"	"I"
"01000000"	"m"	"Ad"	"I"
"01000000"	"m"	"Ad"	"I"
"01000000"	"m"	"Ad"	"I"
"01100000"	"m"	"Ad"	"I"
"01100000"	"m"	"Ad"	"I"
"01000000"	"m"	"Ad"	"I"
"01110010"	"m"	"Ad"	"I"
"01001000"	"m"	"Ad"	"I"
"01000000"	"m"	"Ad"	"S"
"01100000"	"m"	"Ad"	"I"
"01000000"	"m"	"Ad"	"S"
"01100000"	"m"	"Ad"	"I"
"01000000"	"m"	"Ad"	"I"
"01000000"	"m"	"Ad"	"S"
"01000000"	"m"	"Ad"	"I"
"01000000"	"m"	"Ad"	"I"
"01100000"	"m"	"Ad"	"I"
"01000000"	"m"	"Ad"	"I"
"01000000"	"m"	"Ad"	"I"
"01010000"	"m"	"Ad"	"S"
"01010000"	"m"	"Ad"	"S"
"01000000"	"m"	"Ad"	"S"
"01000000"	"m"	"Ad"	"S"
"01000000"	"m"	"Ad"	"S"
"01001000"	"m"	"Ad"	"I"
"01111100"	"m"	"Ad"	"I"
"01010111"	"m"	"Ad"	"S"
"00100000"	"m"	"Ad"	"S"
"00110000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00101000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00101000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"F"
"00101000"	"m"	"Ad"	"I"
"00110000"	"m"	"Ad"	"S"
"00100000"	"m"	"Ad"	"I"
"00111111"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"S"
"00110000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100010"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00110000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00110000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00110000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100010"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00101100"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00101000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00110000"	"m"	"Ad"	"I"
"00111000"	"m"	"Ad"	"I"
"00110000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00110100"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100100"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00101100"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00101010"	"m"	"Ad"	"I"
"00100100"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00110000"	"m"	"Ad"	"I"
"00110000"	"m"	"Ad"	"S"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"01000000"	"m"	"Ad"	"S"
"01110000"	"m"	"Ad"	"S"
"01110000"	"m"	"Ad"	"I"
"01000000"	"m"	"Ad"	"I"
"01000000"	"m"	"Ad"	"I"
"01010010"	"m"	"Ad"	"I"
"01000000"	"m"	"Ad"	"I"
"01000000"	"m"	"Ad"	"I"
"01000010"	"m"	"Ad"	"S"
"01000000"	"m"	"Ad"	"I"
"01000000"	"m"	"Ad"	"I"
"01100000"	"m"	"Ad"	"I"
"01000000"	"m"	"Ad"	"S"
"00101000"	"m"	"Ad"	"I"
"00110000"	"m"	"Ad"	"I"
"00101000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00110000"	"m"	"Ad"	"I"
"00100011"	"m"	"Ad"	"I"
"00110000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00101000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00101000"	"m"	"Ad"	"I"
"00101000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00111000"	"m"	"Ad"	"S"
"00100000"	"m"	"Ad"	"I"
"00100100"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00101000"	"m"	"Ad"	"I"
"00111100"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00111000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00110000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100110"	"m"	"Ad"	"I"
"00100100"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00101100"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00110000"	"m"	"Ad"	"I"
"00101000"	"m"	"Ad"	"S"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00110000"	"m"	"Ad"	"S"
"00100000"	"m"	"Ad"	"I"
"00100100"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00101000"	"m"	"Ad"	"I"
"00110000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00111000"	"m"	"Ad"	"S"
"00100000"	"m"	"Ad"	"I"
"01110000"	"m"	"Ad"	"I"
"01000000"	"m"	"Ad"	"I"
"01111000"	"m"	"Ad"	"I"
"01110000"	"m"	"Ad"	"S"
"01110000"	"m"	"Ad"	"I"
"01001000"	"m"	"Ad"	"I"
"01011000"	"m"	"Ad"	"I"
"01000110"	"m"	"Ad"	"I"
"01101000"	"m"	"Ad"	"I"
"01100000"	"m"	"Ad"	"I"
"01100000"	"m"	"Ad"	"I"
"01000000"	"m"	"Ad"	"I"
"01000000"	"m"	"Ad"	"I"
"01010000"	"m"	"Ad"	"I"
"01100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"S"
"00110000"	"m"	"Ad"	"I"
"00111000"	"m"	"Ad"	"I"
"00111100"	"m"	"Ad"	"S"
"00110000"	"m"	"Ad"	"I"
"00100100"	"m"	"Ad"	"S"
"01000000"	"m"	"Ad"	"I"
"01011000"	"m"	"Ad"	"S"
"01000000"	"m"	"Ad"	"S"
"01100000"	"m"	"Ad"	"S"
"01000000"	"m"	"Ad"	"I"
"01111100"	"m"	"Ad"	"S"
"01000000"	"m"	"Ad"	"I"
"01000000"	"m"	"Ad"	"I"
"01000000"	"m"	"Ad"	"I"
"01110000"	"m"	"Ad"	"I"
"01101000"	"m"	"Ad"	"I"
"01000000"	"m"	"Ad"	"I"
"01100000"	"m"	"Ad"	"I"
"01110000"	"m"	"Ad"	"I"
"01000000"	"m"	"Ad"	"I"
"01000000"	"m"	"Ad"	"I"
"01000000"	"m"	"Ad"	"I"
"01110000"	"m"	"Ad"	"I"
"01010000"	"m"	"Ad"	"I"
"01000000"	"m"	"Ad"	"I"
"01100100"	"m"	"Ad"	"I"
"01110000"	"m"	"Ad"	"I"
"01010000"	"m"	"Ad"	"I"
"01111111"	"m"	"Ad"	"S"
"01100000"	"m"	"Ad"	"I"
"01000000"	"m"	"Ad"	"I"
"01000000"	"m"	"Ad"	"I"
"01000000"	"m"	"Ad"	"S"
"01000000"	"m"	"Ad"	"I"
"01100110"	"m"	"Ad"	"S"
"01000000"	"m"	"Ad"	"I"
"01010000"	"m"	"Ad"	"I"
"01000000"	"m"	"Ad"	"I"
"01101000"	"m"	"Ad"	"I"
"01001000"	"m"	"Ad"	"I"
"00100100"	"m"	"Ad"	"S"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00111111"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00110000"	"m"	"Ad"	"I"
"00110000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00110000"	"m"	"Ad"	"I"
"00111100"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"S"
"00110000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"S"
"00101011"	"m"	"Ad"	"S"
"00110000"	"m"	"Ad"	"I"
"00100010"	"m"	"Ad"	"I"
"00101000"	"m"	"Ad"	"S"
"00100000"	"m"	"Ad"	"I"
"00111011"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"S"
"00101000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100010"	"m"	"Ad"	"I"
"00111100"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00110010"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00111000"	"m"	"Ad"	"I"
"00110000"	"m"	"Ad"	"I"
"00110100"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"S"
"00110000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"F"
"00100000"	"m"	"Ad"	"S"
"00100000"	"m"	"Ad"	"I"
"00111110"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00110000"	"m"	"Ad"	"I"
"00101000"	"m"	"Ad"	"I"
"00101000"	"m"	"Ad"	"I"
"00110000"	"m"	"Ad"	"I"
"00100100"	"m"	"Ad"	"S"
"00100000"	"m"	"Ad"	"I"
"00101111"	"m"	"Ad"	"I"
"00111111"	"m"	"Ad"	"I"
"00111111"	"m"	"Ad"	"S"
"00110000"	"m"	"Ad"	"I"
"00111100"	"m"	"Ad"	"I"
"00101000"	"m"	"Ad"	"I"
"00110100"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00110000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"S"
"00100000"	"m"	"Ad"	"I"
"00101000"	"m"	"Ad"	"S"
"00100000"	"m"	"Ad"	"I"
"00110000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"S"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00110000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"S"
"00101000"	"m"	"Ad"	"S"
"00110010"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00101000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00111100"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00111100"	"m"	"Ad"	"I"
"00111100"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"S"
"00111100"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"S"
"00100011"	"m"	"Ad"	"I"
"00101000"	"m"	"Ad"	"S"
"00100011"	"m"	"Ad"	"I"
"00110000"	"m"	"Ad"	"I"
"00111111"	"m"	"Ad"	"S"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100100"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"S"
"00111110"	"m"	"Ad"	"I"
"00101000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100100"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00110000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"S"
"00100001"	"m"	"Ad"	"I"
"00100100"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100100"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100100"	"m"	"Ad"	"I"
"00111000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00101000"	"m"	"Ad"	"I"
"00111100"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00101111"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"S"
"00100000"	"m"	"Ad"	"I"
"00100100"	"m"	"Ad"	"S"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"S"
"00110000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00110000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"S"
"00101000"	"m"	"Ad"	"S"
"00110100"	"m"	"Ad"	"I"
"00110000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00110000"	"m"	"Ad"	"I"
"00111000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"S"
"00100000"	"m"	"Ad"	"S"
"00101010"	"m"	"Ad"	"I"
"00111000"	"m"	"Ad"	"I"
"00111000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100010"	"m"	"Ad"	"I"
"00111010"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00101000"	"m"	"Ad"	"I"
"00101100"	"m"	"Ad"	"I"
"00100010"	"m"	"Ad"	"F"
"00110000"	"m"	"Ad"	"I"
"00110000"	"m"	"Ad"	"I"
"00110000"	"m"	"Ad"	"S"
"00110000"	"m"	"Ad"	"I"
"00110000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00101000"	"m"	"Ad"	"I"
"00101111"	"m"	"Ad"	"S"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100001"	"m"	"Ad"	"I"
"00111000"	"m"	"Ad"	"S"
"00110010"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00111000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"S"
"00100000"	"m"	"Ad"	"S"
"00111000"	"m"	"Ad"	"I"
"00101000"	"m"	"Ad"	"S"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00111111"	"m"	"Ad"	"I"
"00110000"	"m"	"Ad"	"I"
"00101110"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100010"	"m"	"Ad"	"I"
"00110000"	"m"	"Ad"	"I"
"00110000"	"m"	"Ad"	"I"
"00100010"	"m"	"Ad"	"S"
"00110000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00110000"	"m"	"Ad"	"I"
"00110000"	"m"	"Ad"	"I"
"00111000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00110000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"S"
"00111000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00110000"	"m"	"Ad"	"I"
"00110110"	"m"	"Ad"	"I"
"00111000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100101"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"S"
"00100000"	"m"	"Ad"	"I"
"00100010"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00110000"	"m"	"Ad"	"I"
"00100110"	"m"	"Ad"	"S"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00110000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"S"
"00110000"	"m"	"Ad"	"I"
"00110000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00101100"	"m"	"Ad"	"I"
"00101000"	"m"	"Ad"	"I"
"00110000"	"m"	"Ad"	"I"
"00101000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00101000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00110000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00110101"	"m"	"Ad"	"I"
"00110000"	"m"	"Ad"	"I"
"00101000"	"m"	"Ad"	"I"
"00111000"	"m"	"Ad"	"S"
"00101000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00101000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"S"
"00100000"	"m"	"Ad"	"I"
"00110000"	"m"	"Ad"	"S"
"00100000"	"m"	"Ad"	"S"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"S"
"00100000"	"m"	"Ad"	"I"
"00110000"	"m"	"Ad"	"S"
"00101110"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"S"
"00110000"	"m"	"Ad"	"S"
"00100000"	"m"	"Ad"	"S"
"00100000"	"m"	"Ad"	"S"
"00110000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00111010"	"m"	"Ad"	"I"
"00110000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"S"
"00101000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00101000"	"m"	"Ad"	"I"
"00111000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100001"	"m"	"Ad"	"I"
"00110000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00010000"	"m"	"Ad"	"I"
"00011000"	"m"	"Ad"	"I"
"00101000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00110000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00111000"	"m"	"Ad"	"I"
"00110000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00111000"	"m"	"Ad"	"S"
"00100000"	"m"	"Ad"	"I"
"00100100"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00101000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"F"
"00100000"	"m"	"Ad"	"I"
"00101000"	"m"	"Ad"	"S"
"00110100"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00101000"	"m"	"Ad"	"I"
"00110000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00110000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00110000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"S"
"00100000"	"m"	"Ad"	"S"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"S"
"00100000"	"m"	"Ad"	"I"
"00101000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"S"
"00110000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"S"
"00110000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100100"	"m"	"Ad"	"I"
"00111000"	"m"	"Ad"	"S"
"00100100"	"m"	"Ad"	"I"
"00101000"	"m"	"Ad"	"I"
"00110000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00110000"	"m"	"Ad"	"I"
"00110000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00101000"	"m"	"Ad"	"S"
"00110000"	"m"	"Ad"	"I"
"00110000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"S"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00101000"	"m"	"Ad"	"I"
"00111100"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"S"
"00110000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"S"
"00100000"	"m"	"Ad"	"S"
"00100100"	"m"	"Ad"	"I"
"00110000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00110000"	"m"	"Ad"	"I"
"00111000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"S"
"00100000"	"m"	"Ad"	"S"
"00110000"	"m"	"Ad"	"S"
"00100000"	"m"	"Ad"	"I"
"00110000"	"m"	"Ad"	"I"
"00110000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"S"
"00100010"	"m"	"Ad"	"S"
"00100000"	"m"	"Ad"	"I"
"00111000"	"m"	"Ad"	"I"
"00110000"	"m"	"Ad"	"I"
"00110000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00110000"	"m"	"Ad"	"I"
"00110000"	"m"	"Ad"	"S"
"00110110"	"m"	"Ad"	"S"
"00101000"	"m"	"Ad"	"S"
"00111000"	"m"	"Ad"	"I"
"00101000"	"m"	"Ad"	"I"
"00101000"	"m"	"Ad"	"S"
"00100000"	"m"	"Ad"	"S"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00110000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00110000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00111000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"S"
"00100000"	"m"	"Ad"	"I"
"00100010"	"m"	"Ad"	"I"
"00110000"	"m"	"Ad"	"S"
"00111011"	"m"	"Ad"	"I"
"00101000"	"m"	"Ad"	"I"
"00101000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00111100"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"S"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00110000"	"m"	"Ad"	"S"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"S"
"00110000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00110000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00110010"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00110000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"S"
"00110100"	"m"	"Ad"	"I"
"00111000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"S"
"00100000"	"m"	"Ad"	"I"
"00111000"	"m"	"Ad"	"I"
"00100000"	"m"	"Ad"	"I"
"00101000"	"f"	"Ad"	"S"
"00100000"	"f"	"Ad"	"I"
